method,method_label,point,target_weekly_return,expected_weekly_return,expected_return_ann,risk_value,risk_label,weight_entropy,effective_n_entropy,herfindahl_hhi,effective_n_hhi,max_weight,top3_weight,n_positions_gt_1pct,w_SPY,w_EFA,w_EEM,w_AGG,w_LQD,w_HYG,w_GLD,w_VNQ,w_DBC
repo,REPO,1,0.0007587764805160812,0.0009446488778709168,0.050323860151147315,0.23779328139074238,entropy,1.205352999250463,3.337937159439636,0.4095479626502575,2.4417164561845763,0.597115214111,0.905451063409,5,0.131669350763,0.007223554206,0.003607581038,0.597115214111,0.176666498535,0.06486773336,0.003845473985,0.012656920854,0.002347673149
repo,REPO,2,0.0008386044951755858,0.0009446488778709168,0.050323860151147315,0.23779328139074238,entropy,1.205352999250463,3.337937159439636,0.4095479626502575,2.4417164561845763,0.597115214111,0.905451063409,5,0.131669350763,0.007223554206,0.003607581038,0.597115214111,0.176666498535,0.06486773336,0.003845473985,0.012656920854,0.002347673149
repo,REPO,3,0.0009184325098350903,0.0009446488778709168,0.050323860151147315,0.23779328139074238,entropy,1.205352999250463,3.337937159439636,0.4095479626502575,2.4417164561845763,0.597115214111,0.905451063409,5,0.131669350763,0.007223554206,0.003607581038,0.597115214111,0.176666498535,0.06486773336,0.003845473985,0.012656920854,0.002347673149
repo,REPO,4,0.0009982605244945948,0.0010455086686479598,0.05584146932120082,0.30549021061174775,entropy,1.445381439163097,4.243470459976923,0.35093350261302825,2.8495426984145555,0.556061751896,0.7976195314860001,7,0.151679353849,0.066832392789,0.000196129528,0.556061751896,0.089878425741,0.064810372233,0.009010851185,0.029567239961,0.03196348282
repo,REPO,5,0.0010780885391540995,0.0011015204395483371,0.058917901406802864,0.3514424585035185,entropy,1.3490452946402645,3.853744583257749,0.31005081009158275,3.2252778172217003,0.394584504295,0.917416002927,6,0.174462608645,0.003279532215,0.013214625566,0.394584504295,0.348368889987,0.000352722895,0.010855351257,0.008121916,0.04675984914
repo,REPO,6,0.001157916553813604,0.001177709831199506,0.06311670056796581,0.41776446899715813,entropy,1.656431495250299,5.24057641554829,0.2399350603819291,4.167794395734404,0.368665371256,0.7910091801000001,8,0.170222703957,0.014589555812,0.01302212616,0.252121104887,0.368665371256,0.0739934768,0.006299555507,0.035152574346,0.065933531276
repo,REPO,7,0.0012377445684731087,0.0013206847344106748,0.0710401688225315,0.4595959726333273,entropy,1.686438630833451,5.400214261472026,0.2340157097395285,4.2732173883242766,0.377260066498,0.750433280511,7,0.240653943,0.008272670337,0.001561106279,0.377260066498,0.132519271013,0.078655722435,0.079051629303,0.054128030966,0.027897560169
repo,REPO,8,0.0013175725831326133,0.0013206847344106748,0.0710401688225315,0.4595959726333273,entropy,1.686438630833451,5.400214261472026,0.2340157097395285,4.2732173883242766,0.377260066498,0.750433280511,7,0.240653943,0.008272670337,0.001561106279,0.377260066498,0.132519271013,0.078655722435,0.079051629303,0.054128030966,0.027897560169
repo,REPO,9,0.001397400597792118,0.0014233591395744465,0.07676594194403807,0.532958522707312,entropy,1.3850517237273923,3.995032537446572,0.30726708419188764,3.2544976388538323,0.444115900504,0.896300778858,6,0.272669903466,0.005528515251,0.000189999112,0.179514974888,0.444115900504,5.17633e-07,0.020511494659,0.039636383688,0.037832310799
repo,REPO,10,0.0014772286124516225,0.0014854758959103075,0.08024452844684249,0.5934118299095467,entropy,1.5391586448735879,4.660667344569557,0.2742637373689842,3.646125476131164,0.392554861134,0.8495384315700001,8,0.30073761112,0.021634670506,0.011356193914,0.156245959316,0.392554861134,0.00327443231,0.044246706263,0.022798536548,0.04715102889
repo,REPO,11,0.0015570566271111272,0.0015804433518632926,0.08558409637189635,0.6210694868185397,entropy,0.9694981595721813,2.6366209642975473,0.45582651663069007,2.1938170850429013,0.576553758722,0.961819508822,5,0.348526207276,0.000374647969,0.004157655284,0.036739542824,0.576553758722,1.8847e-08,0.014539552205,5.2358298e-05,0.019056258574
repo,REPO,12,0.0016368846417706318,0.001668419157752636,0.09055364929448961,0.7272679467156977,entropy,1.5919690469153602,4.913414152544822,0.26485298660054857,3.7756795301243877,0.37870852534,0.782474385206,7,0.37870852534,0.007819948085,0.024443028625,0.319291656742,0.078463361646,0.044618194063,0.059468765899,0.084474203124,0.002712316476
repo,REPO,13,0.0017167126564301362,0.0017516929212570676,0.09527814621291886,0.8010787998191642,entropy,1.3687519262619674,3.9304421513671666,0.33124516700963,3.0189119709357985,0.448241687552,0.858968835481,7,0.448241687552,0.033821606503,0.044482092627,0.347448830617,0.063278317312,0.012369320999,0.002143318344,0.048161881833,5.2944213e-05
repo,REPO,14,0.0017965406710896408,0.0018406128802190458,0.10034513915393206,0.8309527449682577,entropy,1.5532858419413769,4.726976791102798,0.25705905375742755,3.8901566989492027,0.357686926707,0.795973919921,7,0.357686926707,0.010646713981,0.028890991699,0.001635205679,0.305463165793,0.03123836721,0.132823827421,0.127376151114,0.004238650394
repo,REPO,15,0.0018763686857491454,0.0019302672931749282,0.1054772580915968,0.8641877749958199,entropy,0.6730116670092565,1.9601317042077895,0.52,1.923076923076923,0.6,1.0,2,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
repo,REPO,16,0.00195619670040865,0.0019791075809011713,0.10828291018711367,0.8682559955079034,entropy,1.3063153674503627,3.692542951509374,0.3476192220669606,2.8767108851287104,0.503467109255,0.899363242113,5,0.503467109255,6.8477455e-05,0.033756212225,0.120216919542,0.049161318544,0.001742484682,0.275679213316,0.009191280932,0.006716984049
repo,REPO,17,0.002036024715068155,0.002208774788508122,0.12157015724582854,1.0010480602434566,entropy,1.1147195278871103,3.048712980287393,0.4225984716748422,2.3663123911376207,0.579160792897,0.938644617825,5,0.579160792897,0.001996841,0.076973311055,0.003129177187,0.033037746659,1.801801e-05,0.282510513873,0.017081641636,0.006091957684
repo,REPO,18,0.002115852729727659,0.002208774788508122,0.12157015724582854,1.0010480602434566,entropy,1.1147195278871103,3.048712980287393,0.4225984716748422,2.3663123911376207,0.579160792897,0.938644617825,5,0.579160792897,0.001996841,0.076973311055,0.003129177187,0.033037746659,1.801801e-05,0.282510513873,0.017081641636,0.006091957684
repo,REPO,19,0.002195680744387164,0.002208774788508122,0.12157015724582854,1.0010480602434566,entropy,1.1147195278871103,3.048712980287393,0.4225984716748422,2.3663123911376207,0.579160792897,0.938644617825,5,0.579160792897,0.001996841,0.076973311055,0.003129177187,0.033037746659,1.801801e-05,0.282510513873,0.017081641636,0.006091957684
repo,REPO,20,0.0022755087590466683,0.0022755087590466683,0.12546021601597568,1.012686521387333,entropy,1.0456197416874213,2.8451612424095583,0.3981564683853998,2.511575421731035,0.53299233591,0.990456087606,3,0.53299233591,4.9582241e-05,0.000579243069,0.002258950059,0.004741857873,8.2287672e-05,0.297316885771,0.160146865925,0.001831991481
downside_repo,Downside REPO,0,0.0006789484658565766,0.0009446488778709168,0.050323860151147315,0.7433756445212696,downside_entropy,1.205352999250463,3.337937159439636,0.4095479626502575,2.4417164561845763,0.597115214111,0.905451063409,5,0.131669350763,0.007223554206,0.003607581038,0.597115214111,0.176666498535,0.06486773336,0.003845473985,0.012656920854,0.002347673149
downside_repo,Downside REPO,1,0.0007587764805160812,0.0009446488778709168,0.050323860151147315,0.7433756445212696,downside_entropy,1.205352999250463,3.337937159439636,0.4095479626502575,2.4417164561845763,0.597115214111,0.905451063409,5,0.131669350763,0.007223554206,0.003607581038,0.597115214111,0.176666498535,0.06486773336,0.003845473985,0.012656920854,0.002347673149
downside_repo,Downside REPO,2,0.0008386044951755858,0.0009446488778709168,0.050323860151147315,0.7433756445212696,downside_entropy,1.205352999250463,3.337937159439636,0.4095479626502575,2.4417164561845763,0.597115214111,0.905451063409,5,0.131669350763,0.007223554206,0.003607581038,0.597115214111,0.176666498535,0.06486773336,0.003845473985,0.012656920854,0.002347673149
downside_repo,Downside REPO,3,0.0009184325098350903,0.0009446488778709168,0.050323860151147315,0.7433756445212696,downside_entropy,1.205352999250463,3.337937159439636,0.4095479626502575,2.4417164561845763,0.597115214111,0.905451063409,5,0.131669350763,0.007223554206,0.003607581038,0.597115214111,0.176666498535,0.06486773336,0.003845473985,0.012656920854,0.002347673149
downside_repo,Downside REPO,4,0.0009982605244945948,0.0010455086686479598,0.05584146932120082,0.7680683117292045,downside_entropy,1.445381439163097,4.243470459976923,0.35093350261302825,2.8495426984145555,0.556061751896,0.7976195314860001,7,0.151679353849,0.066832392789,0.000196129528,0.556061751896,0.089878425741,0.064810372233,0.009010851185,0.029567239961,0.03196348282
downside_repo,Downside REPO,5,0.0010780885391540995,0.0011015204395483371,0.058917901406802864,0.7854814629700013,downside_entropy,1.3490452946402645,3.853744583257749,0.31005081009158275,3.2252778172217003,0.394584504295,0.917416002927,6,0.174462608645,0.003279532215,0.013214625566,0.394584504295,0.348368889987,0.000352722895,0.010855351257,0.008121916,0.04675984914
downside_repo,Downside REPO,6,0.001157916553813604,0.0011590100374004654,0.06208464496105992,0.8058448160951011,downside_entropy,1.6241741150961069,5.0742265790438745,0.27466112770063933,3.640850120916737,0.456270611788,0.783450948537,8,0.125568039153,0.024770948405,0.005714081504,0.201612297596,0.456270611788,0.060212848325,0.05406974819,0.047968453309,0.023812971731
downside_repo,Downside REPO,7,0.0012377445684731087,0.0013206847344106748,0.0710401688225315,0.8083905933469586,downside_entropy,1.686438630833451,5.400214261472026,0.2340157097395285,4.2732173883242766,0.377260066498,0.750433280511,7,0.240653943,0.008272670337,0.001561106279,0.377260066498,0.132519271013,0.078655722435,0.079051629303,0.054128030966,0.027897560169
downside_repo,Downside REPO,8,0.0013175725831326133,0.0013206847344106748,0.0710401688225315,0.8083905933469586,downside_entropy,1.686438630833451,5.400214261472026,0.2340157097395285,4.2732173883242766,0.377260066498,0.750433280511,7,0.240653943,0.008272670337,0.001561106279,0.377260066498,0.132519271013,0.078655722435,0.079051629303,0.054128030966,0.027897560169
downside_repo,Downside REPO,9,0.001397400597792118,0.0014233591395744465,0.07676594194403807,0.8297424628691983,downside_entropy,1.3850517237273923,3.995032537446572,0.30726708419188764,3.2544976388538323,0.444115900504,0.896300778858,6,0.272669903466,0.005528515251,0.000189999112,0.179514974888,0.444115900504,5.17633e-07,0.020511494659,0.039636383688,0.037832310799
downside_repo,Downside REPO,10,0.0014772286124516225,0.0014854758959103075,0.08024452844684249,0.8376098519686968,downside_entropy,1.5391586448735879,4.660667344569557,0.2742637373689842,3.646125476131164,0.392554861134,0.8495384315700001,8,0.30073761112,0.021634670506,0.011356193914,0.156245959316,0.392554861134,0.00327443231,0.044246706263,0.022798536548,0.04715102889
downside_repo,Downside REPO,11,0.0015570566271111272,0.0015804433518632926,0.08558409637189635,0.8390975442071611,downside_entropy,0.9694981595721813,2.6366209642975473,0.45582651663069007,2.1938170850429013,0.576553758722,0.961819508822,5,0.348526207276,0.000374647969,0.004157655284,0.036739542824,0.576553758722,1.8847e-08,0.014539552205,5.2358298e-05,0.019056258574
downside_repo,Downside REPO,12,0.0016368846417706318,0.001696691074702945,0.09215539756822189,0.9003364672169745,downside_entropy,1.356491140016219,3.8825460621581724,0.3267205972684889,3.060719184405233,0.454052012063,0.8861721268889999,7,0.454052012063,0.016404276979,0.012327161734,0.323375163361,0.108744951465,0.000664723431,0.051563794327,3.332531e-06,0.032864584111
downside_repo,Downside REPO,13,0.0017167126564301362,0.0018451861594767796,0.10060636245649435,0.9343663938265419,downside_entropy,1.4497862601790432,4.262203415208266,0.3141796564387212,3.1828922704135802,0.477349991219,0.860325358706,8,0.477349991219,0.028555218928,0.000199129418,0.127276353408,0.255699014079,0.011080382434,0.049640002387,0.019057350993,0.031142557134
downside_repo,Downside REPO,14,0.0017965406710896408,0.0018451861594767796,0.10060636245649435,0.9343663938265419,downside_entropy,1.4497862601790432,4.262203415208266,0.3141796564387212,3.1828922704135802,0.477349991219,0.860325358706,8,0.477349991219,0.028555218928,0.000199129418,0.127276353408,0.255699014079,0.011080382434,0.049640002387,0.019057350993,0.031142557134
downside_repo,Downside REPO,15,0.0018763686857491454,0.0019577378611372698,0.1070544588171023,0.95064204518324,downside_entropy,1.347551489397078,3.847992136980275,0.344181641647537,2.9054425890154274,0.509810538656,0.8749268416160001,7,0.509810538656,0.012249553715,0.001515567462,0.106874796677,0.021908482503,0.010694433428,0.258241506283,0.005293718099,0.073411403178
downside_repo,Downside REPO,16,0.00195619670040865,0.0019577378611372698,0.1070544588171023,0.95064204518324,downside_entropy,1.347551489397078,3.847992136980275,0.344181641647537,2.9054425890154274,0.509810538656,0.8749268416160001,7,0.509810538656,0.012249553715,0.001515567462,0.106874796677,0.021908482503,0.010694433428,0.258241506283,0.005293718099,0.073411403178
downside_repo,Downside REPO,17,0.002036024715068155,0.002115949086509086,0.11618107925487631,1.0057639188180922,downside_entropy,1.1764181371046345,3.2427383321719274,0.4108758239983834,2.4338253593716783,0.591255123885,0.926801105315,5,0.591255123885,0.009526981247,0.0001100312,0.00433175625,0.129087854565,0.206458126865,0.020900238994,0.038186253048,0.000143633946
downside_repo,Downside REPO,18,0.002115852729727659,0.002115949086509086,0.11618107925487631,1.0057639188180922,downside_entropy,1.1764181371046345,3.2427383321719274,0.4108758239983834,2.4338253593716783,0.591255123885,0.926801105315,5,0.591255123885,0.009526981247,0.0001100312,0.00433175625,0.129087854565,0.206458126865,0.020900238994,0.038186253048,0.000143633946
downside_repo,Downside REPO,19,0.002195680744387164,0.0022755087590466683,0.12546021601597568,1.0093013618423712,downside_entropy,1.0456197416874213,2.8451612424095583,0.3981564683853998,2.511575421731035,0.53299233591,0.990456087606,3,0.53299233591,4.9582241e-05,0.000579243069,0.002258950059,0.004741857873,8.2287672e-05,0.297316885771,0.160146865925,0.001831991481
downside_repo,Downside REPO,20,0.0022755087590466683,0.0022755087590466683,0.12546021601597568,1.0093013618423712,downside_entropy,1.0456197416874213,2.8451612424095583,0.3981564683853998,2.511575421731035,0.53299233591,0.990456087606,3,0.53299233591,4.9582241e-05,0.000579243069,0.002258950059,0.004741857873,8.2287672e-05,0.297316885771,0.160146865925,0.001831991481
