Industry Name,number_of_firms,forward_pe,expected_growth,peg_ratio,pbv,roe,roic,price_sales,net_margin,ev_sales,pre_tax_operating_margin,ev_ebitda,beta,de_ratio,effective_tax_rate,std_dev_equity,retention_ratio,fundamental_growth,net_capex_sales,sales_invested_capital,dividend_payout,dividend_yield,cost_of_equity,after_tax_cost_of_debt,cost_of_capital,raw_pe_score,raw_pbv_score,raw_ps_score,raw_ev_ebitda_score,adj_pe_score,adj_pbv_score,adj_ps_score,adj_ev_ebitda_score,raw_composite_score,adjusted_composite_score,quality_overlay_delta,pe_model_predicted,pe_model_residual,pe_model_mispricing,pe_model_mispricing_z,pbv_model_predicted,pbv_model_residual,pbv_model_mispricing,pbv_model_mispricing_z,ps_model_predicted,ps_model_residual,ps_model_mispricing,ps_model_mispricing_z,ev_ebitda_model_predicted,ev_ebitda_model_residual,ev_ebitda_model_mispricing,ev_ebitda_model_mispricing_z,regression_composite_score,final_value_score,valuation_regime,action,score_q25,score_q75
Shipbuilding & Marine,65.0,8.247245948661385,-0.10983375000000001,,0.9814464523873505,0.11331919214582069,0.09770143621958068,0.7914412566000071,0.08790037585643708,1.026072773912886,0.0992446276855608,6.6532869587882155,0.8842781701657978,0.4654945292294164,0.07833382942811873,0.3655010087320773,0.336569360360341,0.03813976801706945,0.0075721451352192895,1.0706521786884684,0.663430639639659,0.07368304607915478,0.08610145956773754,0.041070036799999994,0.07179783678122263,1.0276425780237308,0.770626796798828,0.6826286981844162,1.1031593014007477,-0.0060903498466872924,0.7489969505756463,0.7387185721554066,0.8947589910943983,0.8960143436019307,0.5940960409946909,-0.30191830260723973,20.439658425288712,-12.192412476627327,12.192412476627327,1.1255114585343569,2.4809168628668816,-1.4994704104795311,1.4994704104795311,1.2137621220698276,2.0179239873029675,-1.2264827307029604,1.2264827307029604,1.0553200040806316,11.801349090117483,-5.148062131329268,5.148062131329268,1.2651070828673356,1.164925166888038,0.8224276913520299,cheap,overweight,-0.3828552773019129,0.6002386171660951
Oil/Gas Distribution,30.0,9.428969039911783,-0.02399999999999998,,1.4709961206558042,0.1390526946066539,0.08932040339225365,1.8784094038228516,0.15659064881213908,2.93847801225826,0.193879070255665,9.501763607759907,0.6699893375185804,0.6830424523517572,0.08371846270105068,0.36064189397996743,0.5375355856713316,0.07474577163456453,0.06987306102390016,0.50341903508809,0.46246441432866836,0.03855261933041388,0.07480843808722917,0.041070036799999994,0.061116115400148004,0.924463732338854,0.5079076383158672,0.0006650442236586333,0.5422877460909193,0.620653128480114,1.0790328256577364,1.5907712658929716,0.43589450813809943,0.4938310402423248,0.9315879320422303,0.4377568917999055,17.887584783879014,-8.458615743967231,8.458615743967231,0.7808355369722313,2.3507081709269366,-0.8797120502711324,0.8797120502711324,0.7120921876717914,2.477316390727383,-0.5989069869045314,0.5989069869045314,0.5153260686367394,11.357205478780728,-1.8554418710208207,1.8554418710208207,0.4559643207474189,0.6160545285070451,0.8053745706281562,cheap,overweight,-0.3828552773019129,0.6002386171660951
Retail (REITs),28.0,11.917613391445292,0.05264125,2.382887640701855,0.7956102205749273,0.0775704549570931,0.05492721632279415,5.024579268015108,0.38609776960710757,10.047976138956708,0.6135234379208738,15.593395796672734,0.617164267541864,1.1502748661375202,0.14401491625653604,0.18533135738631343,0.36854440393584953,0.02858815708519454,0.08335352698431694,0.10459001725317923,0.6314555960641505,0.048522191459546116,0.07202455689945624,0.038564386400000004,0.05412526702339668,0.7071747130985527,0.8703566947070243,-1.9732414608083582,-0.6571685392201653,0.9150844576305104,0.616957440056566,1.6157691769090312,1.06832501864878,-0.2632196480557366,1.054034023311222,1.3172536713669585,16.782171057285527,-4.864557665840236,4.864557665840236,0.4490592328712667,1.3539850262541964,-0.5583748056792691,0.5583748056792691,0.45198236945193027,4.959043013320865,0.06553625469424329,-0.06553625469424329,-0.056390293022484855,18.135332101683662,-2.5419363050109283,2.5419363050109283,0.6246664359578347,0.36732943631463666,0.7793521885125879,cheap,overweight,-0.3828552773019129,0.6002386171660951
Financial Svcs. (Non-bank & Insurance),146.0,27.570811522959037,0.3712777777777778,0.19667041607995792,1.0147180066080328,0.13018072690004434,,2.388814730392337,0.2646948281278889,7.258115754279162,0.0907156051111669,17.012540159424592,1.0187030236738772,3.015833807096418,0.14532697832867147,0.40516684009212517,0.7988305580523734,0.10399234271722603,-0.03301784943070771,0.16088400281332021,0.2011694419476266,0.02229076628816872,0.09318564934761334,0.041070036799999994,0.05404756900153666,-0.659540489849136,0.7527714589386366,-0.31956318178064835,-0.9366013041800441,-0.27128767122905634,,2.0853283671489224,,-0.29073337921779796,0.907020347959933,1.197753727177731,22.804692419367527,4.76611910359151,-4.76611910359151,-0.43997212808499325,,,,,4.181668185625517,-1.79285345523318,1.79285345523318,1.5426504330870046,,,,,0.5513391525010056,0.764747869776362,cheap,overweight,-0.3828552773019129,0.6002386171660951
Office Equipment & Services,20.0,11.979984204787153,0.297,0.41008158919562265,1.299611067797702,0.072024958218299,0.1525809129123385,0.7947551868121718,0.042382171003838676,0.9373851157894306,0.08204236982820179,7.963452347311005,0.6078548128271591,0.3072080690170878,0.12320217276741821,0.3418853867120785,-0.23078377642100523,-0.01662219185418416,0.0230959502522433,2.203666954885562,1.2307837764210052,0.06563441088098665,0.07153394863599129,0.041070036799999994,0.0643745990636782,0.7017289800222609,0.5998822422875064,0.6805495388620083,0.8451847452676792,2.2140530651650945,0.7464998346293484,0.16011789830167023,1.114748394183268,0.7068363766098638,1.0588547980698453,0.3520184214599815,15.280717744035487,-3.300733539248334,3.300733539248334,0.3046987974787012,1.6657840499838903,-0.3661729821861883,0.3661729821861883,0.29640257840153744,1.1142351866773303,-0.3194799998651585,0.3194799998651585,0.2748947264574527,9.49295281216906,-1.5295004648580548,1.5295004648580548,0.3758660680424185,0.31296554259502746,0.7604990958799182,cheap,overweight,-0.3828552773019129,0.6002386171660951
Utility (General),18.0,12.73352249568003,0.046642857142857146,2.9986203643955434,1.5117945512787312,0.12300081294599124,0.1253877324593472,0.7428346898458662,0.05005946937369675,1.3034400841111295,0.11783612921396931,7.57794667987031,0.6366599018353765,0.9178561381295665,0.2086498691558396,0.1894637376223181,0.30009038322487336,0.036911361093933476,0.05693302951072237,1.3507066018221383,0.6999096167751266,0.047166757966809914,0.07305197682672435,0.038564386400000004,0.056546752095249266,0.6359358922766247,0.4860129664256942,0.7131244509392994,0.9210916913036495,0.8093300982950318,1.0801288979680508,0.8195300868164417,1.012194632955929,0.689041250236317,0.9302959290088634,0.24125467877254636,16.91328110284192,-4.179758607161892,4.179758607161892,0.3858437544896476,2.2364128966779413,-0.7246183453992101,0.7246183453992101,0.5865499542076348,1.2417597203044894,-0.49892503045862324,0.49892503045862324,0.42929716986536387,8.881337105693984,-1.3033904258236735,1.3033904258236735,0.3203008078352841,0.4304979215994826,0.7303767260451111,cheap,overweight,-0.3828552773019129,0.6002386171660951
Engineering/Construction,160.0,18.101736729658214,0.12395128205128203,1.199133684601393,2.321217447087845,0.189813566486835,0.16493876895728063,0.6718472227155621,0.042980553453409835,0.8513967947471853,0.059031946263763437,9.711346915639837,0.9290971062622382,0.49070529931911505,0.16794449155515587,0.32770658729248764,0.562010792742728,0.10667727297459066,0.008737532331902867,3.369286725957937,0.4379892072572719,0.028019790657834817,0.08846341750001996,0.041070036799999994,0.07286262566492659,0.16722528473072393,0.051632318603049884,0.7576619772626687,0.5010203142866142,-0.12995947613860281,1.2005495123055694,1.0247776636521473,0.6773283609320744,0.3693849737207642,0.693174015187797,0.3237890414670328,21.31435763109276,-3.2126209014345477,3.2126209014345477,0.2965649040682531,3.780394773706096,-1.459177326618251,1.459177326618251,1.1811464608134212,1.5823539092323973,-0.9105066865168352,0.9105066865168352,0.7834402361129551,10.473579353079545,-0.7622324374397085,0.7622324374397085,0.187314300176718,0.6121164752928369,0.660750999229813,cheap,overweight,-0.3828552773019129,0.6002386171660951
Computer Services,210.0,24.316105565810854,0.1315,1.368927379669808,3.6254216181576533,0.20744917724828257,0.3531538219536814,1.2011788433338666,0.05974564918405487,1.2889637341078588,0.08530788556997432,12.027567622469675,0.9383345262483279,0.15504327085681924,0.15884217827042404,0.3779675540488852,0.5606876588040305,0.1163141935121619,0.0030262142129446864,5.6519426285333605,0.4393123411959695,0.02185103506025112,0.08895022953328688,0.041070036799999994,0.08252319612429874,-0.3753649446739048,-0.6482750544840353,0.42555939718603175,0.04495116913513081,-0.6620233980982837,1.5736851353174113,0.959972336992204,1.8944846077971826,-0.13828235820919438,0.9415296705021285,1.0798120287113229,21.430439690262514,2.885665875548341,-2.885665875548341,-0.266382884819335,4.781447944825873,-1.1560263266682194,1.1560263266682194,0.935757689927793,1.7825608601175253,-0.5813820167836588,0.5813820167836588,0.5002468089973704,10.490133964013992,1.537433658455683,-1.537433658455683,-0.3778156053933856,0.1979515021781107,0.6440984031725214,cheap,overweight,-0.3828552773019129,0.6002386171660951
Beverage (Soft),14.0,16.40496108631237,0.1401666666666667,1.4599796588651544,3.8566545828243344,0.21879650632797074,0.17582849934494985,1.5622247086924999,0.07623759458197696,1.9289144225632289,0.12391948637129455,12.383601667978333,0.4184292530589193,0.3100535242960609,0.1729325201640237,0.2712452579291522,0.48716000950664706,0.10658890810275538,0.014678015032199794,1.7166038199225064,0.5128399904933529,0.025026929265111846,0.06155122163620505,0.038564386400000004,0.056110871951845456,0.3153745030737394,-0.7723673250510285,0.19903927493913903,-0.02515274725813833,1.2654927332969175,1.5410566429236914,1.7695886472752145,0.9666814366795662,-0.07077657357407209,1.3857048650438473,1.4564814386179195,14.274672277275576,2.1302888090367933,-2.1302888090367933,-0.19665217766825974,3.198640616401078,0.6580139664232565,-0.6580139664232565,-0.5326363379068355,1.2221452650428102,0.34007944364968967,-0.34007944364968967,-0.2926193992592367,8.659705370056969,3.723896297921364,-3.723896297921364,-0.9151264033302035,-0.4842585795411338,0.6377194872098548,cheap,overweight,-0.3828552773019129,0.6002386171660951
Telecom. Services,62.0,19.189108193159853,0.15067319999999998,0.9700828763970548,1.611409535666094,0.09732828431134086,0.09897652669181198,1.2273385650627218,0.05863014759560663,2.270302380685817,0.1620905805354812,7.186808798814744,0.7289806106097525,0.9175430503744078,0.18243433482798455,0.2684410126142506,0.36651762942597865,0.03567253204189032,-0.037329287099071726,0.7565115588023656,0.6334823705740213,0.030261547989467428,0.07791727817913396,0.038564386400000004,0.059086946126338434,0.07228448746149184,0.4325541111411881,0.4091467916626896,0.9981076330588408,0.4277412548548884,0.45549552110451974,0.4194537319737629,1.868214558438754,0.47802325583105254,0.7927262665929813,0.31470301076192875,18.210071514537763,0.9790366786220908,-0.9790366786220908,-0.09037727375340561,1.9910894983918173,-0.37967996272572324,0.37967996272572324,0.3073359461077924,1.46939708858237,-0.24205852351964818,0.24205852351964818,0.20827786289505792,11.120535158924431,-3.933726360109687,3.933726360109687,0.9666909515234846,0.34798187169323236,0.6148285086330817,cheap,overweight,-0.3828552773019129,0.6002386171660951
Investments & Asset Management,338.0,17.129264339614316,0.13493846153846153,0.9369663198611654,1.7404015302153173,0.13694760903802472,0.07548400421667939,3.120414105375742,0.21370790499249187,4.644570467419909,0.22733854569223905,10.431910573456937,0.7829740747529329,0.6952511832707629,0.0748885761255716,0.35019243981248077,0.5908579060916705,0.08091657752046802,0.017067420716932503,0.35881008404033843,0.4091420939083294,0.028020928242426912,0.08076273373947956,0.041070036799999994,0.06448408737325945,0.25213399084644594,0.36332994359374504,-0.778568520873444,0.3591396850016548,0.31297441881685717,0.6758923801208861,1.2711809396856335,0.689391183146127,0.04900877464210045,0.737359730442376,0.6883509558002756,19.39509873026095,-2.265834390646635,2.265834390646635,0.2091647222978008,2.4857678889006283,-0.745366358685311,0.745366358685311,0.6033446521615725,3.275703178683178,-0.1552890733074359,0.1552890733074359,0.13361758904061666,13.08790051476269,-2.6559899413057533,2.6559899413057533,0.6526944704730477,0.39970535849325944,0.6022979816627294,cheap,overweight,-0.3828552773019129,0.6002386171660951
Broadcasting,18.0,11.171052486826193,0.0412,2.9819343870147432,0.9784056334208309,0.06313971098382132,0.15451257422513381,0.7041155788282074,0.037996107593260234,0.8455714739890072,0.0825957766652249,7.508811741110088,0.9654211271996888,0.3620003411558904,0.22302049544628152,0.32001343877474253,-0.10244628569793202,-0.006468428870333415,-0.014065362320052857,2.4076670195470147,1.102446285697932,0.059491181485971455,0.0903776934034236,0.041070036799999994,0.07727241877706882,0.7723585898818609,0.7722586667637463,0.7374168154351483,0.9347045185819401,0.3835956684634274,0.2858765585254909,-0.3835269008241169,1.2249034434087436,0.8041846476656739,0.37771219239338627,-0.4264724552722876,20.5458424483543,-9.374789961528107,9.374789961528107,0.865409822976354,2.2521555507593742,-1.2737499173385434,1.2737499173385434,1.0310502907227606,1.57724126150943,-0.8731256826812226,0.8731256826812226,0.7512759665861216,11.937711215265239,-4.428899474155151,4.428899474155151,1.088376937015396,0.9340282543251581,0.6002386171660951,cheap,overweight,-0.3828552773019129,0.6002386171660951
Insurance (Life),15.0,14.883894522485228,0.1829125,0.9073232103967215,1.7595711552867321,0.08865581023903649,0.14702993544760404,1.0704262881623239,0.050485417696490356,1.4986258974177908,0.16904398465268458,8.548772951314643,0.8018600855540606,0.9101473075708545,0.1877960824133032,0.22844879364928122,-0.22581980742008967,-0.020020237994851232,0.014263578372525487,1.0708803889598495,1.2258198074200897,0.0578143732853186,0.08175802650869898,0.038564386400000004,0.06117711366846842,0.4481821747081185,0.3530424731006913,0.5075935308607971,0.7299337820410992,1.060782079203179,0.38513041999687814,-0.3280398724079308,1.5480149641542122,0.5096879901776765,0.6664718977365847,0.15678390755890814,17.99020612828421,-3.1063116057989824,3.1063116057989824,0.2867512326052906,2.220488843953711,-0.4609176886669788,0.4609176886669788,0.37309467928549617,1.4821651435123477,-0.41173885535002386,0.41173885535002386,0.3542783274731465,10.67119405013396,-2.122421098819318,2.122421098819318,0.5215729523936574,0.3839242979393977,0.5534528578177099,neutral,market_weight,-0.3828552773019129,0.6002386171660951
Construction Supplies,119.0,18.72418838214201,0.1313,0.9056518207685333,2.164899692225881,0.19166833341150924,0.10753020545514828,1.17214292514336,0.09548507456395652,1.5138545227305875,0.0951640044731434,11.013388616790092,1.033193036903649,0.3822276467528327,0.1933618464803935,0.33936356927255473,0.7276049202450801,0.1394588224453886,0.026832989078444953,1.5141645121395575,0.2723950797549199,0.02218984045659131,0.09394927304482231,0.041070036799999994,0.07932656883294528,0.11287766008545612,0.13552098542318672,0.4437765279417907,0.2446453307437332,-0.46896436014757703,0.8848597299223345,1.436706547716871,-0.2714865919489392,0.23420512604854168,0.3952788313856723,0.16107370533713064,23.04003809098001,-4.315849708837998,4.315849708837998,0.3984066574126458,3.7694938636901028,-1.6045941714642216,1.6045941714642216,1.2988556579749038,2.3169715362626815,-1.1448286111193215,1.1448286111193215,0.9850611870137033,12.744549829565223,-1.731161212775131,1.731161212775131,0.4254230535678327,0.7769366389922714,0.547941954428312,neutral,market_weight,-0.3828552773019129,0.6002386171660951
